<<<<<<< HEAD
; PERSON  C:\Users\araborn\AppData\Local\Temp\RtmpukJnDo\winstepsR_examples\example_domain  Sep 08 2026 12:29
;ENTRY MEASURE ST   COUNT    SCORE MODLSE IN.MSQ INZSTD OUTMSQ OUTZST  DISPL   PTMA WEIGHT OBSMA EXPMA PMA-E  RMSR    WMLE  INDF OUTDF NAME
   151  -.1822  1     6.0      3.0  .9533   1.07    .30    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P151
   152   .7514  1     6.0      4.0  .9933    .84   -.23    .64   -.26  .0000    .62   1.00  66.7  74.9   .48   .38   .6711  9.57  3.19 P152
   153  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P153
   154  1.8968  1     6.0      5.0 1.1914   1.61   1.01   2.16   1.09  .0000   -.13   1.00  83.3  83.3   .37   .44  1.6328  4.72  1.00 P154
   155 -1.5038  1     5.0      1.0 1.2000   1.43    .81   1.34    .65  .0000    .00   1.00  80.0  80.0   .35   .45 -1.2504  5.05  1.42 P155
   156  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P156
   157  -.1822  1     6.0      3.0  .9533    .78   -.39    .65   -.53  .0000    .68   1.00  66.7  73.3   .51   .38  -.1824 10.37  6.23 P157
   158 -1.1153  1     6.0      2.0  .9929   1.81   1.58   1.53    .84  .0000    .00   1.00  33.3  74.9   .48   .55 -1.0353  9.63  3.18 P158
   159  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P159
   160   .7514  1     6.0      4.0  .9933   1.17    .50    .92    .16  .0000    .41   1.00  66.7  74.9   .48   .44   .6711  9.57  3.19 P160
   161  1.8968  1     6.0      5.0 1.1914   1.61   1.01   2.16   1.09  .0000   -.13   1.00  83.3  83.3   .37   .44  1.6328  4.72  1.00 P161
   162 -2.2597  1     6.0      1.0 1.1910   1.61   1.01   2.14   1.08  .0000   -.13   1.00  83.3  83.3   .37   .43 -1.9955  4.72  1.00 P162
   163 -2.2597  1     6.0      1.0 1.1910   1.61   1.01   2.14   1.08  .0000   -.13   1.00  83.3  83.3   .37   .43 -1.9955  4.72  1.00 P163
   164   .7514  1     6.0      4.0  .9933   1.17    .50    .92    .16  .0000    .41   1.00  66.7  74.9   .48   .44   .6711  9.57  3.19 P164
   165   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P165
   166  -.1822  1     6.0      3.0  .9533   1.07    .30    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P166
   167  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P167
   168  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P168
   169 -1.1153  1     6.0      2.0  .9929    .83   -.24    .63   -.27  .0000    .62   1.00  66.7  74.9   .48   .38 -1.0353  9.63  3.18 P169
   170 -1.1153  1     6.0      2.0  .9929    .49  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29 -1.0353  9.63  3.18 P170
   171  -.1822  1     6.0      3.0  .9533   1.89   1.76   2.09   1.66  .0000   -.10   1.00  33.3  73.3   .51   .59  -.1824 10.37  6.23 P171
   172  1.8968  1     6.0      5.0 1.1914   1.72   1.13   4.19   1.77  .0000   -.39   1.00  83.3  83.3   .37   .45  1.6328  4.72  1.00 P172
   173  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P173
   174  -.8638  1     5.0      2.0 1.0772    .90   -.04    .69   -.17  .0000    .62   1.00  60.0  74.3   .53   .39  -.8380  8.39  3.11 P174
   175  1.8968  1     6.0      5.0 1.1914   1.41    .77   1.14    .57  .0000    .13   1.00  83.3  83.3   .37   .41  1.6328  4.72  1.00 P175
   176  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P176
   177 -3.7413 -1     6.0       .0 1.9258   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00 -3.4786   .00   .00 P177
   178  -.1822  1     6.0      3.0  .9533   1.28    .73   1.53    .99  .0000    .29   1.00  66.7  73.3   .51   .48  -.1824 10.37  6.23 P178
   179  1.8968  1     6.0      5.0 1.1914   1.41    .77   1.14    .57  .0000    .13   1.00  83.3  83.3   .37   .41  1.6328  4.72  1.00 P179
   180  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P180
   181 -1.1153  1     6.0      2.0  .9929   1.81   1.58   1.53    .84  .0000    .00   1.00  33.3  74.9   .48   .55 -1.0353  9.63  3.18 P181
   182  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P182
   183  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P183
   184 -1.1153  1     6.0      2.0  .9929    .49  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29 -1.0353  9.63  3.18 P184
   185  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P185
   186  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P186
   187  3.0342  0     5.0      5.0 1.9741   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  2.8691   .00   .00 P187
   188  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P188
   189   .7514  1     6.0      4.0  .9933    .84   -.23    .64   -.26  .0000    .62   1.00  66.7  74.9   .48   .38   .6711  9.57  3.19 P189
   190   .7514  1     6.0      4.0  .9933   1.13    .42   1.00    .27  .0000    .41   1.00  66.7  74.9   .48   .44   .6711  9.57  3.19 P190
   191   .7514  1     6.0      4.0  .9933    .84   -.23    .64   -.26  .0000    .62   1.00  66.7  74.9   .48   .38   .6711  9.57  3.19 P191
   192  -.1822  1     6.0      3.0  .9533   1.07    .31    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P192
   193   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P193
   194  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P194
   195  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P195
   196  -.1822  1     6.0      3.0  .9533    .78   -.39    .65   -.53  .0000    .68   1.00  66.7  73.3   .51   .38  -.1824 10.37  6.23 P196
   197 -1.1153  1     6.0      2.0  .9929    .49  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29 -1.0353  9.63  3.18 P197
   198 -1.1153  1     6.0      2.0  .9929   1.17    .50    .92    .16  .0000    .41   1.00  66.7  74.9   .48   .44 -1.0353  9.63  3.18 P198
   199  -.9883  1     5.0      2.0 1.0410    .51  -1.27    .43   -.70  .0000    .81   1.00 100.0  72.1   .47   .31  -.9494 10.95  3.37 P199
   200  -.1822  1     6.0      3.0  .9533   1.56   1.24   1.84   1.38  .0000    .10   1.00  66.7  73.3   .51   .54  -.1824 10.37  6.23 P200
>>>>>>> refs/remotes/origin/devel
